areaLand,isPartOf_label
NULL,Federal district
NULL,NULL
NULL,{Maharashtra|Mumbai City district|Mumbai Suburban district}
NULL,{Moncton Parish New Brunswick|New Brunswick|Westmorland County New Brunswick}
NULL,NULL
2.95e+07,{Marquette County Michigan|Michigan}
NULL,Balkh Province
NULL,City Municipality of Maribor
3.0536e+08,{Alabama|Mobile County Alabama}
NULL,NULL
2.412e+08,{Kyushu|Nagasaki Prefecture}
NULL,Jiangsu
1.30535e+09,{Davidson County Tennessee|Tennessee}
NULL,{Devon|South West England}
{3.4558e+08|3.45582e+08},{Clackamas County Oregon|Multnomah County Oregon|Oregon|Washington County Oregon}
NULL,NULL
NULL,NULL
2.06e+08,South Holland
{7.48507e+07|7.5e+07},{Chaves County New Mexico|New Mexico}
2.668e+08,{Nevada|Washoe County Nevada}
{1.6032e+08|1.604e+08},{Greater St. Louis|Independent city (United States)|Missouri}
2.17947e+07,{California|Los Angeles County California}
8.42233e+08,{California|San Diego County California}
NULL,Skopje Statistical Region
8.266e+07,South Holland
NULL,{South Governorate|Tyre District}
2.321e+08,{Castile-La Mancha|Province of Toledo}
{3.78138e+07|3.79e+07},Tartu County
1.4691e+08,Essex County Ontario
{1.58999e+08|1.59e+08},{Black Hawk County Iowa|Iowa}
{8.904e+07|8.90438e+07},{Macomb County Michigan|Michigan}
NULL,Central Hungary
{4.46255e+07|4.463e+07},{Idaho|Nez Perce County Idaho}
{2.0554e+08|2.05541e+08},{Ada County Idaho|Idaho}
NULL,{Kingston Parish|Saint Andrew Parish Jamaica|Surrey County Jamaica}
NULL,NULL
NULL,{Hassan district|Karnataka}
NULL,{Kansai region|Kyoto Prefecture}
NULL,{Andalusia|Province of Granada|Vega de Granada}
NULL,Montevideo Department
NULL,Poltava Oblast
4.2057e+08,Middlesex County Ontario
{2.19268e+07|2.1927e+07},{California|Monterey County California}
{1.34628e+08|1.3463e+08},{Minnesota|Ramsey County Minnesota}
NULL,{Central Macedonia|Thessaloniki (regional unit)}
NULL,NULL
NULL,{Faizabad district|Uttar Pradesh}
NULL,NULL
{4.851e+07|4.85105e+07},{Oregon|Washington County Oregon}
NULL,City Municipality of Ljubljana
NULL,Erongo Region
{3.499e+07|3.49907e+07},{Maryland|Montgomery County Maryland}
{5.519e+07|5.51926e+07},{Cumberland County Maine|Maine}
NULL,{Castile and León|Province of Burgos}
{7.04e+07|7.04477e+07},{Florida|Palm Beach County Florida}
2.8293e+08,{New York|New York City}
7.974e+07,Friesland
NULL,Crimea
3.5172e+08,{Clark County Nevada|Nevada}
NULL,{Kolkata district|Presidency division|West Bengal}
NULL,{Bhopal district|Madhya Pradesh}
NULL,Pyongan
{3.05878e+07|3.059e+07},{Oregon|Washington County Oregon}
{3.65965e+07|3.66e+07},{Benton County Oregon|Oregon}
NULL,NULL
NULL,NULL
NULL,La Habana Province
1.21393e+08,California
{5.38718e+06|5.39e+06},{Maryland|Montgomery County Maryland}
7.959e+07,Groningen (province)
9.567e+07,Utrecht (province)
{7.36852e+08|7.369e+08},{Fayette County Kentucky|Kentucky}
{5.695e+07|5.69538e+07},{Frederick County Maryland|Maryland}
{4.67752e+08|4.679e+08},{Bernalillo County New Mexico|New Mexico}
{8.82e+07|8.83186e+07},{Cameron County Texas|Texas}
NULL,{Kansai region|Osaka Prefecture}
NULL,NULL
2.4895e+08,{Milwaukee County Wisconsin|Washington County Wisconsin|Waukesha County Wisconsin|Wisconsin}
{2.64179e+07|2.642e+07},{Maryland|Montgomery County Maryland}
{1.774e+07|1.77414e+07},{Idaho|Latah County Idaho}
{4.48e+07|4.48068e+07},Connecticut
4.84e+07,{Connecticut|Greater New Haven|New Haven Connecticut}
1.195e+08,{Galveston County Texas|Texas}
8.819e+08,Texas
{8.86294e+08|8.863e+08},{Denton County Texas|Parker County Texas|Tarrant County Texas|Texas|Wise County Texas}
{6.392e+07|6.39209e+07},{Kalamazoo County Michigan|Michigan}
NULL,Dubrovnik-Neretva County
NULL,{Capital District (Venezuela)|Libertador Bolivarian Municipality|Miranda (state)}
NULL,Tyrol (state)
NULL,NULL
NULL,NULL
NULL,{Hordaland|Midhordland|Western Norway}
NULL,Central Thailand
NULL,Castries Quarter
NULL,{Colombo District|Western Province Sri Lanka}
NULL,NULL
NULL,{Accra Metropolis District|Greater Accra Region}
NULL,{County Limerick|Munster}
NULL,NULL
NULL,NULL
NULL,{Golfe|Maritime Region}
NULL,{Cyprus|Nicosia District}
{5.8715e+08|5.872e+08},{Arizona|Pima County Arizona}
NULL,Port Louis District
NULL,{Efate|Shefa Province}
1.04e+07,Saint George County
NULL,Ouémé Department
NULL,Praia Cape Verde (municipality)
NULL,Yangon Region
NULL,{Mecklenburg County North Carolina|North Carolina}
2.2573e+08,{Brno-City District|Moravia|South Moravian Region}
NULL,Distrito Nacional
NULL,Saint George Parish Grenada
NULL,Tunis Governorate
NULL,Khomas Region
{1.572e+09|1.57212e+09},{Canadian County Oklahoma|Cleveland County Oklahoma|Oklahoma|Oklahoma County Oklahoma|Pottawatomie County Oklahoma}
{1.98885e+08|1.9889e+08},{City|Wisconsin}
NULL,{Extremadura|Province of Badajoz|Tierra de Badajoz}
NULL,{City status in the United Kingdom|England|Non-metropolitan district|West Midlands (region)|Worcester Massachusetts|Worcestershire}
NULL,{Hyōgo Prefecture|Kansai region}
NULL,{Chūgoku region|Hiroshima Prefecture|San'yō region}
NULL,{New York|New York City|Queens}
{2.69359e+07|2.7e+07},{Broome County New York|New York}
NULL,NULL
NULL,{Catalonia|Province of Tarragona|Tarragonès}
{4.6309e+06|4.632e+06},{Alameda County California|California}
{2.33e+07|2.33099e+07},{Colorado|Jefferson County Colorado}
{7.3485e+07|7.34857e+07},{California|Solano County California}
{8.90697e+07|9.4839e+07},{California|Solano County California}
3.3486e+07,{California|Solano County California}
{7.92536e+07|7.94e+07},{California|Solano County California}
{5.423e+07|5.42344e+07},{Butler County Ohio|Hamilton County Ohio|Ohio}
{3.612e+08|3.80728e+08},{Berkeley County South Carolina|Charleston County South Carolina|Province of South Carolina|South Carolina}
NULL,NULL
NULL,{Aichi Prefecture|Chūbu region}
NULL,{Aomori Prefecture|Tōhoku region}
NULL,{Fukuoka Prefecture|Kyushu}
NULL,{Kanagawa Prefecture|Kantō region}
2.922e+07,North Holland
{1.75575e+08|1.7558e+08},{Minnesota|St. Louis County Minnesota}
NULL,NULL
{6.9277e+07|6.9278e+07},{California|Orange County California}
NULL,{East York|Etobicoke|North York|Old Toronto|Scarborough Ontario|York Ontario}
NULL,{City status in the United Kingdom|Gloucestershire|Non-metropolitan district|South West England}
NULL,{Khyber Pakhtunkhwa|Peshawar District}
NULL,Brașov County
{2.74e+07|2.74539e+07},{Chittenden County Vermont|Vermont}
{2.54596e+07|2.546e+07},{Athens County Ohio|Ohio}
{6.21597e+06|6.22e+06},{Clackamas County Oregon|Oregon}
NULL,NULL
NULL,Zou Department
NULL,{C.D. Guadalajara|Jalisco}
6.41e+07,Regional Municipality of Waterloo
8.209e+07,Drenthe
3.1905e+08,{Nipissing District|Ontario}
{1.7068e+07|1.707e+07},{Jackson County Oregon|Oregon}
{1.47837e+07|1.4784e+07},{California|Los Angeles County California}
{2.34394e+07|2.344e+07},{Clackamas County Oregon|Oregon}
NULL,{Nankana Sahib District|Punjab Pakistan}
{2.766e+07|2.76611e+07},{Clackamas County Oregon|Multnomah County Oregon|Oregon|Washington County Oregon}
{2.64179e+07|2.65e+07},Virginia
1.6471e+08,{Lambton County|Ontario}
{3.34134e+07|3.3415e+07},{California|Los Angeles County California}
{7.88729e+07|7.8874e+07},{California|Los Angeles County California}
{3.29964e+07|3.2997e+07},{California|Santa Cruz County California}
1.079e+08,{Utah|Utah County Utah}
1.914e+07,{Lancaster County Pennsylvania|Pennsylvania}
{4.04478e+07|4.0448e+07},{California|San Bernardino County California}
2.671e+08,{Chatham County Georgia|Georgia (U.S. state)}
3.88239e+08,{Alabama|Shelby County Alabama}
{4.22168e+07|4.23e+07},{New York|Oneida County New York}
NULL,{Central District (Shahrekord County)|Chaharmahal and Bakhtiari Province|Shahrekord County}
{7.73e+07|7.74406e+07},{Cabarrus County North Carolina|North Carolina|Rowan County North Carolina}
{8.65574e+07|8.656e+07},{Genesee County Michigan|Michigan}
{1.36492e+07|1.365e+07},{Michigan|Wayne County Michigan}
1.3689e+08,Regional Municipality of Waterloo
{2.20149e+07|2.21e+07},{Independent city (United States)|Virginia}
{2.84e+07|2.84899e+07},Virginia
{4.45478e+07|4.55e+07},Virginia
{5.69797e+06|5.7e+06},Virginia
{2.71949e+07|2.72e+07},{Independent city (United States)|Virginia}
{1.115e+08|1.11628e+08},Virginia
{1.47e+07|1.47629e+07},Virginia
{2.66e+07|2.66769e+07},Virginia
NULL,{Chihuahua (state)|Juárez Municipality Chihuahua}
{4.20096e+07|4.201e+07},{Cabell County West Virginia|Wayne County West Virginia|West Virginia}
NULL,{Balochistan Pakistan|Quetta District}
{4.04e+07|4.04038e+07},{New Hampshire|Rockingham County New Hampshire}
{1.30258e+08|1.30259e+08},{California|Los Angeles County California}
{4.799e+06|4.79925e+06},{California|Sonoma County California}
6.39e+07,{Boulder County Colorado|Colorado}
NULL,{Alberta|Division No. 11 Alberta|Edmonton Capital Region}
NULL,NULL
1.12509e+08,{Edgecombe County North Carolina|Nash County North Carolina|North Carolina}
{1.59723e+08|1.59725e+08},{California|San Joaquin County California|San Joaquin Valley}
{8.51e+07|8.52106e+07},{Alabama|Autauga County Alabama|Elmore County Alabama}
{4.19578e+07|4.21e+07},{Alabama|Baldwin County Alabama}
{3.12e+07|3.13389e+07},{Alabama|Baldwin County Alabama}
{6.673e+07|6.68217e+07},{Alabama|Baldwin County Alabama}
{2.69e+07|2.69359e+07},{Alabama|Baldwin County Alabama}
4.76558e+07,{Alabama|Baldwin County Alabama}
{1.41e+07|1.42449e+07},{Alabama|Baldwin County Alabama}
{1.65759e+07|1.66e+07},{Alabama|Baldwin County Alabama}
{1.906e+07|1.90623e+07},{Adams County Wisconsin|Columbia County Wisconsin|Juneau County Wisconsin|Sauk County Wisconsin|Wisconsin}
2.65215e+08,{Florida|Orange County Florida}
3.4298e+08,Outaouais
4.6401e+08,{Manitoba|Winnipeg Capital Region}
4.541e+08,{Capitale-Nationale|Communauté métropolitaine de Québec|Urban agglomeration of Quebec City}
{1.53845e+08|1.539e+08},{Alabama|Barbour County Alabama}
{2.25329e+07|2.26e+07},{Alabama|Bibb County Alabama}
{2.46049e+07|2.47e+07},{Alabama|Bibb County Alabama}
{3.96268e+07|3.97e+07},{Alabama|Blount County Alabama}
{2.04e+07|2.04609e+07},{Alabama|Blount County Alabama|Jefferson County Alabama}
{1.78e+07|1.78709e+07},{Alabama|Bullock County Alabama}
{5.48e+07|5.49077e+07},{Alabama|Butler County Alabama}
1.0522e+08,{North Slave Region|Northwest Territories|Region 6 Northwest Territories}
NULL,NULL
{4.13362e+07|4.134e+07},{Portage County Wisconsin|Wisconsin}
{3.50166e+08|3.522e+08},{Hamilton County Tennessee|Tennessee}
{4.16e+07|4.16988e+07},{Alabama|Calhoun County Alabama|Etowah County Alabama}
{2.14e+07|2.14969e+07},{Alabama|Calhoun County Alabama}
{6.73397e+06|6.9e+06},{Alabama|Calhoun County Alabama}
{2.29e+07|2.30509e+07},{Alabama|Chambers County Alabama}
{1.39859e+07|1.4e+07},{Alabama|Chambers County Alabama}
{2.51229e+07|2.52e+07},{Alabama|Chambers County Alabama}
{2.84e+07|2.84899e+07},{Alabama|Cherokee County Alabama}
{5.25768e+07|5.26e+07},{Alabama|Chilton County Alabama}
{2.09789e+07|2.1e+07},{Alabama|Chilton County Alabama}
{2.32e+07|2.33099e+07},{Alabama|Clay County Alabama}
{3.05619e+07|3.06e+07},{Alabama|Cleburne County Alabama}
{8.02e+07|8.02896e+07},{Alabama|Coffee County Alabama|Dale County Alabama}
{2.24293e+08|2.243e+08},{Alabama|Dale County Alabama|Henry County Alabama|Houston County Alabama}
{3.41878e+07|3.43e+07},{Alabama|Franklin County Alabama}
{2.32e+07|2.33099e+07},{Alabama|Jefferson County Alabama}
{1.01787e+08|1.019e+08},{Alabama|Limestone County Alabama}
{3.15979e+07|3.17e+07},{Alabama|Marengo County Alabama}
{5.51667e+07|5.53e+07},{Alabama|Shelby County Alabama}
{6.36e+07|6.37137e+07},{Alabama|St. Clair County Alabama}
5.05e+07,{Alabama|Talladega County Alabama}
{3.78138e+07|3.79e+07},{Alabama|Tuscaloosa County Alabama}
{2.02e+07|2.02019e+07},{Alaska|Aleutians East Borough Alaska}
{2.87489e+08|2.875e+08},{Alaska|Aleutians West Census Area Alaska}
{2.5355e+07|2.5356e+07},{California|San Mateo County California}
{2.512e+08|2.51229e+08},{Alaska|Bethel Census Area Alaska}
{8.57e+07|8.57286e+07},{Alaska|Bethel Census Area Alaska}
{8.25e+07|8.26206e+07},{Alaska|Fairbanks North Star Borough Alaska}
3.58195e+07,{Alaska|Kenai Peninsula Borough Alaska}
{3.72958e+07|3.74e+07},{Alaska|Kenai Peninsula Borough Alaska}
2.01e+07,{Alaska|Kodiak Island Borough Alaska}
1.13e+07,{Alaska|Ketchikan Gateway Borough Alaska}
5.32e+07,{Alaska|Kodiak Island Borough Alaska}
{9.5e+06|1.39859e+07},{Alaska|Kodiak Island Borough Alaska}
{7.25197e+06|7.4e+06},{Alaska|Nome Census Area Alaska}
{2.82e+07|2.82309e+07},{Alaska|Nome Census Area Alaska}
{7.2e+06|7.25197e+06},{Alaska|Nome Census Area Alaska}
{1.24e+07|1.24319e+07},{Alaska|North Slope Borough Alaska}
{4.8e+06|4.92098e+06},{Alaska|Northwest Arctic Borough Alaska}
{1.73e+07|1.73529e+07},{Alaska|Prince of Wales – Hyder Census Area Alaska|Principal meridians of Alaska|Unorganized Borough Alaska}
{8.38e+07|8.39156e+07},{Alaska|Wade Hampton Census Area Alaska}
{8e+06|8.02896e+06},{Alaska|Yukon–Koyukuk Census Area Alaska}
{1.266e+08|1.2665e+08},{Alaska|Yukon–Koyukuk Census Area Alaska}
{1.16808e+08|1.169e+08},{Lauderdale County Mississippi|Mississippi}
{1.499e+08|1.4996e+08},{Arizona|Maricopa County Arizona}
{3.237e+08|3.44287e+08},{Arizona|Maricopa County Arizona}
{4.76558e+08|4.771e+08},{Arizona|Maricopa County Arizona}
{1.038e+08|1.03859e+08},{Arizona|Maricopa County Arizona}
{2.84e+08|2.84044e+08},{Arizona|Pinal County Arizona}
{1.856e+08|1.85702e+08},{Arizona|Pinal County Arizona}
{5.38718e+07|5.4e+07},{Arizona|Santa Cruz County Arizona}
{1.699e+08|1.69903e+08},{Arkansas|Benton County Arkansas}
{5.49077e+07|5.5e+07},{Arkansas|Benton County Arkansas}
{1.78e+07|1.78709e+07},{Arkansas|Bradley County Arkansas}
{7.6e+06|7.76996e+06},{Arkansas|Clark County Arkansas}
{1.70939e+07|1.71e+07},{Arkansas|Dallas County Arkansas}
{9.2e+06|9.32396e+06},{Arkansas|Franklin County Arkansas}
{1.0878e+07|1.09e+07},{Arkansas|Franklin County Arkansas}
{1.02e+07|1.036e+07},{Arkansas|Grant County Arkansas}
{1.181e+08|1.18103e+08},{Arkansas|Jefferson County Arkansas}
{1.83889e+07|1.84e+07},{Arkansas|Little River County Arkansas}
{1.16549e+07|1.17e+07},{Arkansas|Logan County Arkansas}
{4.94688e+07|4.95e+07},{Arkansas|Lonoke County Arkansas}
{1.01e+07|1.0101e+07},{Arkansas|Lonoke County Arkansas}
{2.8e+06|2.84899e+06},{Arkansas|Mississippi County Arkansas}
{4.26e+07|4.27348e+07},{Arkansas|Ouachita County Arkansas}
{4.63608e+07|4.65e+07},{Arkansas|Saline County Arkansas}
1.39341e+08,{Arkansas|Washington County Arkansas}
{2.58999e+06|2.7e+06},{Arkansas|Woodruff County Arkansas}
{3.226e+06|3.22713e+06},{Alameda County California|California}
{3.8611e+07|3.86115e+07},{Alameda County California|California}
{3.5936e+07|3.59361e+07},{Alameda County California|California}
1.17386e+08,{Alameda County California|California}
{6.51978e+07|6.5198e+07},{Alameda County California|California}
{3.4557e+07|3.45582e+07},{Alameda County California|California}
{5.04245e+07|5.0425e+07},{Alameda County California|California}
{9.66e+06|9.66066e+06},{Amador County California|California}
{6.625e+06|6.62519e+06},{Amador County California|California}
{1.40999e+07|1.4101e+07},{California|Colusa County California}
{3.8295e+07|3.82956e+07},{California|Contra Costa County California}
{9.935e+06|9.93519e+06},{California|Contra Costa County California}
{9.551e+06|9.55188e+06},{California|Contra Costa County California}
{3.14191e+07|3.142e+07},{California|Contra Costa County California}
{4.1059e+07|4.10591e+07},{California|Contra Costa County California}
{3.2848e+07|3.28488e+07},{California|Contra Costa County California}
{1.37865e+07|1.3787e+07},{California|Contra Costa County California}
{4.45944e+07|4.4595e+07},{California|Contra Costa County California}
{1.8315e+07|1.83164e+07},{California|Contra Costa County California}
{6.822e+06|6.82203e+06},{California|Contra Costa County California}
{5.08415e+06|5.085e+06},{California|Del Norte County California}
{1.5847e+07|1.58481e+07},{California|Fresno County California}
{6.0289e+07|6.02897e+07},{California|Fresno County California}
{8.96654e+06|8.967e+06},{California|Fresno County California}
{6.55526e+06|6.556e+06},{California|Fresno County California}
{4.12067e+06|4.121e+06},{California|Fresno County California}
{8.372e+06|8.37343e+06},{California|Fresno County California}
{8.48998e+06|8.491e+06},{California|Fresno County California}
{5.682e+06|5.68243e+06},{California|Fresno County California}
{4.951e+06|4.95206e+06},{California|Fresno County California}
{1.3166e+07|1.31675e+07},{California|Fresno County California}
{2.973e+06|2.97331e+06},{California|Fresno County California}
{1.4307e+07|1.43071e+07},{California|Fresno County California}
{1.33022e+07|1.3303e+07},{California|Fresno County California}
{7.69485e+06|7.696e+06},{California|Glenn County California}
{7.373e+06|7.3737e+06},{California|Glenn County California}
{1.533e+06|1.53327e+06},{California|Humboldt County California}
{2.3561e+07|2.35611e+07},{California|Humboldt County California}
{1.25485e+07|1.2549e+07},{California|Humboldt County California}
{5.91e+06|5.91035e+06},{California|Humboldt County California}
{1.255e+06|1.25614e+06},{California|Humboldt County California}
{1.9895e+07|1.98963e+07},{California|Imperial County California}
{2.97331e+06|2.974e+06},{California|Imperial County California}
{4.827e+06|4.82774e+06},{California|Inyo County California}
{1.24812e+07|1.2482e+07},{California|Kern County California}
{3.68203e+08|3.68204e+08},{California|Kern County California|San Joaquin Valley}
5.27122e+08,{California|Kern County California}
{3.89e+06|3.89016e+06},{California|Kern County California}
{6.91e+06|6.91009e+06},{California|Kern County California}
{5.3783e+07|5.37837e+07},Kern County California
{7.2376e+07|7.23772e+07},{California|Kern County California}
{3.91425e+07|3.9143e+07},{California|Kern County California}
{2.5573e+07|2.55735e+07},{California|Kern County California|Tehachapi Mountains}
{2.4413e+07|2.44132e+07},{California|Kern County California}
2.6234e+07,{California|Lake County California}
{2.01838e+07|2.0184e+07},{California|Los Angeles County California}
{1.9763e+07|1.97642e+07},{California|Los Angeles County California}
{2.82956e+07|2.8296e+07},{California|Los Angeles County California}
{6.476e+06|6.47756e+06},{California|Los Angeles County California}
{7.60162e+06|7.602e+06},{California|Los Angeles County California}
{1.7174e+07|1.71742e+07},{California|Los Angeles County California}
{4.84949e+07|4.8495e+07},{California|Los Angeles County California}
4.4913e+07,{California|Los Angeles County California}
2.3486e+07,{California|Los Angeles County California}
{2.03055e+07|2.0306e+07},{California|Los Angeles County California}
{2.18336e+07|2.1834e+07},{California|Los Angeles County California}
{5.11264e+06|5.113e+06},{California|Los Angeles County California}
{2.44174e+08|2.44175e+08},{California|Los Angeles County California}
{3.52368e+07|3.5237e+07},{California|Los Angeles County California}
{2.1581e+07|2.15824e+07},{California|Los Angeles County California}
{1.22481e+07|1.2249e+07},{California|Los Angeles County California}
{3.89457e+07|3.8947e+07},{California|Los Angeles County California}
{6.14863e+06|6.149e+06},{California|Los Angeles County California}
{2.32892e+07|2.329e+07},{California|Los Angeles County California}
{4.1545e+07|4.1546e+07},{California|Los Angeles County California}
{4.88731e+06|4.888e+06},{California|Los Angeles County California}
{5.707e+06|5.70833e+06},{California|Marin County California}
{7.83989e+06|7.84e+06},{California|Marin County California}
{7.1068e+07|7.10693e+07},{California|Marin County California}
{1.2336e+07|1.23361e+07},{California|Marin County California}
{4.2657e+07|4.26571e+07},{California|Marin County California}
{7.24679e+06|7.248e+06},{California|Mendocino County California}
{1.57653e+07|1.5766e+07},{California|Merced County California}
{2.79719e+06|2.798e+06},{California|Monterey County California}
{5.52962e+06|5.53e+06},{California|Monterey County California}
{9.958e+06|9.9585e+06},{California|Monterey County California}
{6.0033e+07|6.00333e+07},Monterey County California
{6.72102e+06|6.722e+06},{California|Napa County California}
{4.62028e+07|4.6203e+07},{California|Napa County California}
{3.12819e+07|3.1283e+07},{California|Orange County California}
{4.0543e+07|4.05437e+07},{California|Orange County California}
{1.68272e+07|1.6828e+07},{California|Orange County California}
{1.9088e+07|1.90882e+07},{California|Orange County California}
4.6467e+07,{California|Orange County California}
{1.72752e+07|1.7276e+07},{California|Orange County California}
{2.2921e+07|2.29214e+07},{California|Orange County California}
{4.6143e+07|4.61432e+07},{California|Orange County California}
{1.0489e+07|1.04895e+07},{California|Orange County California}
{6.42239e+07|6.4224e+07},{California|Orange County California}
{5.046e+07|5.04607e+07},{California|Orange County California}
{6.7828e+07|6.78292e+07},{California|Riverside County California}
{3.84536e+07|3.8454e+07},{California|Riverside County California}
{1.0173e+07|1.01735e+07},{California|Riverside County California}
